country,date,measure,value
Wales,2006-03,T01:127 (Aged 50+ - All : All People ),1065300
Wales,2006-03,T01:145 (Aged 50+ - Inactive : All People ),701600
Wales,2006-03,T01:148 (Aged 50-64 - All : All People ),565600
Wales,2006-03,T01:166 (Aged 50-64 - Inactive : All People ),227500
Scotland,2006-03,T01:22 (Aged 16-64 - All : All People ),3316200
Scotland,2006-03,T01:40 (Aged 16-64 - Inactive : All People ),758800
Scotland,2006-03,T01:43 (Aged 16-19 - All : All People ),257600
Scotland,2006-03,T01:61 (Aged 16-19 - Inactive : All People ),88100
Scotland,2006-03,T01:64 (Aged 20-24 - All : All People ),332300
Scotland,2006-03,T01:82 (Aged 20-24 - Inactive : All People ),67000
Scotland,2006-03,T01:85 (Aged 25-34 - All : All People ),628700
Scotland,2006-03,T01:103 (Aged 25-34 - Inactive : All People ),102100
Scotland,2006-03,T01:106 (Aged 35-49 - All : All People ),1156800
Scotland,2006-03,T01:124 (Aged 35-49 - Inactive : All People ),170400
Scotland,2006-03,T01:127 (Aged 50+ - All : All People ),1744400
Scotland,2006-03,T01:145 (Aged 50+ - Inactive : All People ),1094600
Scotland,2006-03,T01:148 (Aged 50-64 - All : All People ),940700
Scotland,2006-03,T01:166 (Aged 50-64 - Inactive : All People ),331100
Northern Ireland,2006-03,T01:22 (Aged 16-64 - All : All People ),1108500
Northern Ireland,2006-03,T01:40 (Aged 16-64 - Inactive : All People ),325900
Northern Ireland,2006-03,T01:43 (Aged 16-19 - All : All People ),105200
Northern Ireland,2006-03,T01:61 (Aged 16-19 - Inactive : All People ),59700
Northern Ireland,2006-03,T01:64 (Aged 20-24 - All : All People ),118400
Northern Ireland,2006-03,T01:82 (Aged 20-24 - Inactive : All People ),25400
Northern Ireland,2006-03,T01:85 (Aged 25-34 - All : All People ),231300
Northern Ireland,2006-03,T01:103 (Aged 25-34 - Inactive : All People ),39000
Northern Ireland,2006-03,T01:106 (Aged 35-49 - All : All People ),374400
Northern Ireland,2006-03,T01:124 (Aged 35-49 - Inactive : All People ),80600
Northern Ireland,2006-03,T01:127 (Aged 50+ - All : All People ),502900
Northern Ireland,2006-03,T01:145 (Aged 50+ - Inactive : All People ),331900
Northern Ireland,2006-03,T01:148 (Aged 50-64 - All : All People ),279200
Northern Ireland,2006-03,T01:166 (Aged 50-64 - Inactive : All People ),121200
United Kingdom,2006-06,T01:22 (Aged 16-64 - All : All People ),38947400
United Kingdom,2006-06,T01:40 (Aged 16-64 - Inactive : All People ),9179300
United Kingdom,2006-06,T01:43 (Aged 16-19 - All : All People ),3074300
United Kingdom,2006-06,T01:61 (Aged 16-19 - Inactive : All People ),1369800
United Kingdom,2006-06,T01:64 (Aged 20-24 - All : All People ),3901800
United Kingdom,2006-06,T01:82 (Aged 20-24 - Inactive : All People ),943900
United Kingdom,2006-06,T01:85 (Aged 25-34 - All : All People ),7949800
United Kingdom,2006-06,T01:103 (Aged 25-34 - Inactive : All People ),1307000
United Kingdom,2006-06,T01:106 (Aged 35-49 - All : All People ),13301300
United Kingdom,2006-06,T01:124 (Aged 35-49 - Inactive : All People ),1999500
United Kingdom,2006-06,T01:127 (Aged 50+ - All : All People ),19957600
United Kingdom,2006-06,T01:145 (Aged 50+ - Inactive : All People ),12210200
United Kingdom,2006-06,T01:148 (Aged 50-64 - All : All People ),10720200
United Kingdom,2006-06,T01:166 (Aged 50-64 - Inactive : All People ),3559200
England,2006-06,T01:22 (Aged 16-64 - All : All People ),32635900
England,2006-06,T01:40 (Aged 16-64 - Inactive : All People ),7602900
England,2006-06,T01:43 (Aged 16-19 - All : All People ),2555200
England,2006-06,T01:61 (Aged 16-19 - Inactive : All People ),1153500
England,2006-06,T01:64 (Aged 20-24 - All : All People ),3260000
England,2006-06,T01:82 (Aged 20-24 - Inactive : All People ),794700
England,2006-06,T01:85 (Aged 25-34 - All : All People ),6747300
England,2006-06,T01:103 (Aged 25-34 - Inactive : All People ),1110100
England,2006-06,T01:106 (Aged 35-49 - All : All People ),11145500
England,2006-06,T01:124 (Aged 35-49 - Inactive : All People ),1656400
England,2006-06,T01:127 (Aged 50+ - All : All People ),16635100
England,2006-06,T01:145 (Aged 50+ - Inactive : All People ),10089500
England,2006-06,T01:148 (Aged 50-64 - All : All People ),8927900
England,2006-06,T01:166 (Aged 50-64 - Inactive : All People ),2888200
Wales,2006-06,T01:22 (Aged 16-64 - All : All People ),1878500
Wales,2006-06,T01:40 (Aged 16-64 - Inactive : All People ),506000
Wales,2006-06,T01:43 (Aged 16-19 - All : All People ),156400
Wales,2006-06,T01:61 (Aged 16-19 - Inactive : All People ),71400
Wales,2006-06,T01:64 (Aged 20-24 - All : All People ),189700
Wales,2006-06,T01:82 (Aged 20-24 - Inactive : All People ),49400
Wales,2006-06,T01:85 (Aged 25-34 - All : All People ),343100
Wales,2006-06,T01:103 (Aged 25-34 - Inactive : All People ),61300
Wales,2006-06,T01:106 (Aged 35-49 - All : All People ),622300
Wales,2006-06,T01:124 (Aged 35-49 - Inactive : All People ),100100
Wales,2006-06,T01:127 (Aged 50+ - All : All People ),1067300
Wales,2006-06,T01:145 (Aged 50+ - Inactive : All People ),699300
Wales,2006-06,T01:148 (Aged 50-64 - All : All People ),567000
Wales,2006-06,T01:166 (Aged 50-64 - Inactive : All People ),223800
Scotland,2006-06,T01:22 (Aged 16-64 - All : All People ),3320800
Scotland,2006-06,T01:40 (Aged 16-64 - Inactive : All People ),752400
Scotland,2006-06,T01:43 (Aged 16-19 - All : All People ),257700
Scotland,2006-06,T01:61 (Aged 16-19 - Inactive : All People ),85700
Scotland,2006-06,T01:64 (Aged 20-24 - All : All People ),332900
Scotland,2006-06,T01:82 (Aged 20-24 - Inactive : All People ),72900
Scotland,2006-06,T01:85 (Aged 25-34 - All : All People ),627800
Scotland,2006-06,T01:103 (Aged 25-34 - Inactive : All People ),98000
Scotland,2006-06,T01:106 (Aged 35-49 - All : All People ),1157900
Scotland,2006-06,T01:124 (Aged 35-49 - Inactive : All People ),166800
Scotland,2006-06,T01:127 (Aged 50+ - All : All People ),1750000
Scotland,2006-06,T01:145 (Aged 50+ - Inactive : All People ),1093800
Scotland,2006-06,T01:148 (Aged 50-64 - All : All People ),944400
Scotland,2006-06,T01:166 (Aged 50-64 - Inactive : All People ),329000
Northern Ireland,2006-06,T01:22 (Aged 16-64 - All : All People ),1112300
Northern Ireland,2006-06,T01:40 (Aged 16-64 - Inactive : All People ),318200
Northern Ireland,2006-06,T01:43 (Aged 16-19 - All : All People ),105000
Northern Ireland,2006-06,T01:61 (Aged 16-19 - Inactive : All People ),59200
Northern Ireland,2006-06,T01:64 (Aged 20-24 - All : All People ),119200
Northern Ireland,2006-06,T01:82 (Aged 20-24 - Inactive : All People ),26900
Northern Ireland,2006-06,T01:85 (Aged 25-34 - All : All People ),231600
Northern Ireland,2006-06,T01:103 (Aged 25-34 - Inactive : All People ),37600
Northern Ireland,2006-06,T01:106 (Aged 35-49 - All : All People ),375600
Northern Ireland,2006-06,T01:124 (Aged 35-49 - Inactive : All People ),76100
Northern Ireland,2006-06,T01:127 (Aged 50+ - All : All People ),505100
Northern Ireland,2006-06,T01:145 (Aged 50+ - Inactive : All People ),327600
Northern Ireland,2006-06,T01:148 (Aged 50-64 - All : All People ),280800
Northern Ireland,2006-06,T01:166 (Aged 50-64 - Inactive : All People ),118300
United Kingdom,2006-09,T01:22 (Aged 16-64 - All : All People ),39045300
United Kingdom,2006-09,T01:40 (Aged 16-64 - Inactive : All People ),9212300
United Kingdom,2006-09,T01:43 (Aged 16-19 - All : All People ),3080400
United Kingdom,2006-09,T01:61 (Aged 16-19 - Inactive : All People ),1381000
United Kingdom,2006-09,T01:64 (Aged 20-24 - All : All People ),3920200
United Kingdom,2006-09,T01:82 (Aged 20-24 - Inactive : All People ),935000
United Kingdom,2006-09,T01:85 (Aged 25-34 - All : All People ),7949400
United Kingdom,2006-09,T01:103 (Aged 25-34 - Inactive : All People ),1315500
United Kingdom,2006-09,T01:106 (Aged 35-49 - All : All People ),13336800
United Kingdom,2006-09,T01:124 (Aged 35-49 - Inactive : All People ),1998300
United Kingdom,2006-09,T01:127 (Aged 50+ - All : All People ),20006600
United Kingdom,2006-09,T01:145 (Aged 50+ - Inactive : All People ),12218900
United Kingdom,2006-09,T01:148 (Aged 50-64 - All : All People ),10758400
United Kingdom,2006-09,T01:166 (Aged 50-64 - Inactive : All People ),3582500
England,2006-09,T01:22 (Aged 16-64 - All : All People ),32721400
England,2006-09,T01:40 (Aged 16-64 - Inactive : All People ),7618100
England,2006-09,T01:43 (Aged 16-19 - All : All People ),2561000
England,2006-09,T01:61 (Aged 16-19 - Inactive : All People ),1160100
England,2006-09,T01:64 (Aged 20-24 - All : All People ),3276000
England,2006-09,T01:82 (Aged 20-24 - Inactive : All People ),780700
England,2006-09,T01:85 (Aged 25-34 - All : All People ),6747800
England,2006-09,T01:103 (Aged 25-34 - Inactive : All People ),1120600
England,2006-09,T01:106 (Aged 35-49 - All : All People ),11177100
England,2006-09,T01:124 (Aged 35-49 - Inactive : All People ),1653000
England,2006-09,T01:127 (Aged 50+ - All : All People ),16673800
England,2006-09,T01:145 (Aged 50+ - Inactive : All People ),10091200
England,2006-09,T01:148 (Aged 50-64 - All : All People ),8959500
England,2006-09,T01:166 (Aged 50-64 - Inactive : All People ),2903700
Wales,2006-09,T01:22 (Aged 16-64 - All : All People ),1882100
Wales,2006-09,T01:40 (Aged 16-64 - Inactive : All People ),506400
Wales,2006-09,T01:43 (Aged 16-19 - All : All People ),156900
Wales,2006-09,T01:61 (Aged 16-19 - Inactive : All People ),72800
Wales,2006-09,T01:64 (Aged 20-24 - All : All People ),190600
Wales,2006-09,T01:82 (Aged 20-24 - Inactive : All People ),49400
Wales,2006-09,T01:85 (Aged 25-34 - All : All People ),342500
Wales,2006-09,T01:103 (Aged 25-34 - Inactive : All People ),59900
Wales,2006-09,T01:106 (Aged 35-49 - All : All People ),623900
Wales,2006-09,T01:124 (Aged 35-49 - Inactive : All People ),98100
Wales,2006-09,T01:127 (Aged 50+ - All : All People ),1069700
Wales,2006-09,T01:145 (Aged 50+ - Inactive : All People ),701900
Wales,2006-09,T01:148 (Aged 50-64 - All : All People ),568200
Wales,2006-09,T01:166 (Aged 50-64 - Inactive : All People ),226200
Scotland,2006-09,T01:22 (Aged 16-64 - All : All People ),3326300
Scotland,2006-09,T01:40 (Aged 16-64 - Inactive : All People ),757600
Scotland,2006-09,T01:43 (Aged 16-19 - All : All People ),257900
Scotland,2006-09,T01:61 (Aged 16-19 - Inactive : All People ),86800
Scotland,2006-09,T01:64 (Aged 20-24 - All : All People ),333800
Scotland,2006-09,T01:82 (Aged 20-24 - Inactive : All People ),74900
Scotland,2006-09,T01:85 (Aged 25-34 - All : All People ),627300
Scotland,2006-09,T01:103 (Aged 25-34 - Inactive : All People ),96400
Scotland,2006-09,T01:106 (Aged 35-49 - All : All People ),1159000
Scotland,2006-09,T01:124 (Aged 35-49 - Inactive : All People ),167400
Scotland,2006-09,T01:127 (Aged 50+ - All : All People ),1755600
Scotland,2006-09,T01:145 (Aged 50+ - Inactive : All People ),1096000
Scotland,2006-09,T01:148 (Aged 50-64 - All : All People ),948400
Scotland,2006-09,T01:166 (Aged 50-64 - Inactive : All People ),332000
Northern Ireland,2006-09,T01:22 (Aged 16-64 - All : All People ),1115500
Northern Ireland,2006-09,T01:40 (Aged 16-64 - Inactive : All People ),330300
Northern Ireland,2006-09,T01:43 (Aged 16-19 - All : All People ),104700
Northern Ireland,2006-09,T01:61 (Aged 16-19 - Inactive : All People ),61300
Northern Ireland,2006-09,T01:64 (Aged 20-24 - All : All People ),119900
Northern Ireland,2006-09,T01:82 (Aged 20-24 - Inactive : All People ),30000
Northern Ireland,2006-09,T01:85 (Aged 25-34 - All : All People ),231800
Northern Ireland,2006-09,T01:103 (Aged 25-34 - Inactive : All People ),38600
Northern Ireland,2006-09,T01:106 (Aged 35-49 - All : All People ),376900
Northern Ireland,2006-09,T01:124 (Aged 35-49 - Inactive : All People ),79800
Northern Ireland,2006-09,T01:127 (Aged 50+ - All : All People ),507400
Northern Ireland,2006-09,T01:145 (Aged 50+ - Inactive : All People ),329800
Northern Ireland,2006-09,T01:148 (Aged 50-64 - All : All People ),282300
Northern Ireland,2006-09,T01:166 (Aged 50-64 - Inactive : All People ),120700
United Kingdom,2006-12,T01:22 (Aged 16-64 - All : All People ),39139900
United Kingdom,2006-12,T01:40 (Aged 16-64 - Inactive : All People ),9174800
United Kingdom,2006-12,T01:43 (Aged 16-19 - All : All People ),3086300
United Kingdom,2006-12,T01:61 (Aged 16-19 - Inactive : All People ),1381800
United Kingdom,2006-12,T01:64 (Aged 20-24 - All : All People ),3938200
United Kingdom,2006-12,T01:82 (Aged 20-24 - Inactive : All People ),934000
United Kingdom,2006-12,T01:85 (Aged 25-34 - All : All People ),7947200
United Kingdom,2006-12,T01:103 (Aged 25-34 - Inactive : All People ),1295200
United Kingdom,2006-12,T01:106 (Aged 35-49 - All : All People ),13371800
United Kingdom,2006-12,T01:124 (Aged 35-49 - Inactive : All People ),1985100
United Kingdom,2006-12,T01:127 (Aged 50+ - All : All People ),20054800
United Kingdom,2006-12,T01:145 (Aged 50+ - Inactive : All People ),12212000
United Kingdom,2006-12,T01:148 (Aged 50-64 - All : All People ),10796400
United Kingdom,2006-12,T01:166 (Aged 50-64 - Inactive : All People ),3578700
England,2006-12,T01:22 (Aged 16-64 - All : All People ),32804200
England,2006-12,T01:40 (Aged 16-64 - Inactive : All People ),7597200
England,2006-12,T01:43 (Aged 16-19 - All : All People ),2566800
England,2006-12,T01:61 (Aged 16-19 - Inactive : All People ),1158200
England,2006-12,T01:64 (Aged 20-24 - All : All People ),3291600
England,2006-12,T01:82 (Aged 20-24 - Inactive : All People ),779500
England,2006-12,T01:85 (Aged 25-34 - All : All People ),6746900
England,2006-12,T01:103 (Aged 25-34 - Inactive : All People ),1103200
England,2006-12,T01:106 (Aged 35-49 - All : All People ),11208000
England,2006-12,T01:124 (Aged 35-49 - Inactive : All People ),1651700
England,2006-12,T01:127 (Aged 50+ - All : All People ),16712000
England,2006-12,T01:145 (Aged 50+ - Inactive : All People ),10087500
England,2006-12,T01:148 (Aged 50-64 - All : All People ),8991000
England,2006-12,T01:166 (Aged 50-64 - Inactive : All People ),2904700
Wales,2006-12,T01:22 (Aged 16-64 - All : All People ),1885500
Wales,2006-12,T01:40 (Aged 16-64 - Inactive : All People ),507600
Wales,2006-12,T01:43 (Aged 16-19 - All : All People ),157100
Wales,2006-12,T01:61 (Aged 16-19 - Inactive : All People ),72700
Wales,2006-12,T01:64 (Aged 20-24 - All : All People ),191600
Wales,2006-12,T01:82 (Aged 20-24 - Inactive : All People ),50900
Wales,2006-12,T01:85 (Aged 25-34 - All : All People ),342300
Wales,2006-12,T01:103 (Aged 25-34 - Inactive : All People ),60500
Wales,2006-12,T01:106 (Aged 35-49 - All : All People ),625300
Wales,2006-12,T01:124 (Aged 35-49 - Inactive : All People ),98800
Wales,2006-12,T01:127 (Aged 50+ - All : All People ),1071700
Wales,2006-12,T01:145 (Aged 50+ - Inactive : All People ),700000
Wales,2006-12,T01:148 (Aged 50-64 - All : All People ),569300
Wales,2006-12,T01:166 (Aged 50-64 - Inactive : All People ),224600
Scotland,2006-12,T01:22 (Aged 16-64 - All : All People ),3331100
Scotland,2006-12,T01:40 (Aged 16-64 - Inactive : All People ),739100
Scotland,2006-12,T01:43 (Aged 16-19 - All : All People ),258000
Scotland,2006-12,T01:61 (Aged 16-19 - Inactive : All People ),87700
Scotland,2006-12,T01:64 (Aged 20-24 - All : All People ),334500
Scotland,2006-12,T01:82 (Aged 20-24 - Inactive : All People ),74800
Scotland,2006-12,T01:85 (Aged 25-34 - All : All People ),626000
Scotland,2006-12,T01:103 (Aged 25-34 - Inactive : All People ),92700
Scotland,2006-12,T01:106 (Aged 35-49 - All : All People ),1160400
Scotland,2006-12,T01:124 (Aged 35-49 - Inactive : All People ),157400
Scotland,2006-12,T01:127 (Aged 50+ - All : All People ),1761300
Scotland,2006-12,T01:145 (Aged 50+ - Inactive : All People ),1091200
Scotland,2006-12,T01:148 (Aged 50-64 - All : All People ),952200
Scotland,2006-12,T01:166 (Aged 50-64 - Inactive : All People ),326400
Northern Ireland,2006-12,T01:22 (Aged 16-64 - All : All People ),1119000
Northern Ireland,2006-12,T01:40 (Aged 16-64 - Inactive : All People ),330900
Northern Ireland,2006-12,T01:43 (Aged 16-19 - All : All People ),104400
Northern Ireland,2006-12,T01:61 (Aged 16-19 - Inactive : All People ),63200
Northern Ireland,2006-12,T01:64 (Aged 20-24 - All : All People ),120600
Northern Ireland,2006-12,T01:82 (Aged 20-24 - Inactive : All People ),28800
Northern Ireland,2006-12,T01:85 (Aged 25-34 - All : All People ),232000
Northern Ireland,2006-12,T01:103 (Aged 25-34 - Inactive : All People ),38900
Northern Ireland,2006-12,T01:106 (Aged 35-49 - All : All People ),378100
Northern Ireland,2006-12,T01:124 (Aged 35-49 - Inactive : All People ),77200
Northern Ireland,2006-12,T01:127 (Aged 50+ - All : All People ),509800
Northern Ireland,2006-12,T01:145 (Aged 50+ - Inactive : All People ),333300
Northern Ireland,2006-12,T01:148 (Aged 50-64 - All : All People ),283900
Northern Ireland,2006-12,T01:166 (Aged 50-64 - Inactive : All People ),122900
United Kingdom,2007-03,T01:22 (Aged 16-64 - All : All People ),39237800
United Kingdom,2007-03,T01:40 (Aged 16-64 - Inactive : All People ),9191700
United Kingdom,2007-03,T01:43 (Aged 16-19 - All : All People ),3099800
United Kingdom,2007-03,T01:61 (Aged 16-19 - Inactive : All People ),1385600
United Kingdom,2007-03,T01:64 (Aged 20-24 - All : All People ),3957100
United Kingdom,2007-03,T01:82 (Aged 20-24 - Inactive : All People ),936400
United Kingdom,2007-03,T01:85 (Aged 25-34 - All : All People ),7952600
United Kingdom,2007-03,T01:103 (Aged 25-34 - Inactive : All People ),1283400
United Kingdom,2007-03,T01:106 (Aged 35-49 - All : All People ),13396600
United Kingdom,2007-03,T01:124 (Aged 35-49 - Inactive : All People ),1992500
United Kingdom,2007-03,T01:127 (Aged 50+ - All : All People ),20114700
United Kingdom,2007-03,T01:145 (Aged 50+ - Inactive : All People ),12241000
United Kingdom,2007-03,T01:148 (Aged 50-64 - All : All People ),10831700
United Kingdom,2007-03,T01:166 (Aged 50-64 - Inactive : All People ),3593700
England,2007-03,T01:22 (Aged 16-64 - All : All People ),32886800
England,2007-03,T01:40 (Aged 16-64 - Inactive : All People ),7618000
England,2007-03,T01:43 (Aged 16-19 - All : All People ),2578900
England,2007-03,T01:61 (Aged 16-19 - Inactive : All People ),1162600
England,2007-03,T01:64 (Aged 20-24 - All : All People ),3307800
England,2007-03,T01:82 (Aged 20-24 - Inactive : All People ),782800
