name,latitude,longitude,capacity_mw,primary_fuel,fuel_category
Hazard Farm,50.4202,-3.761,6.4,Solar,Solar
Knockcairn Road,54.6088,-6.1672,6.5,Solar,Solar
Parkview solar park,50.5047,-3.7497,6.5,Solar,Solar
Avonmouth,51.5097,-2.6908,6.5,Biomass,Biomass
Henley Solar Farm,52.4861,-2.8034,6.5,Solar,Solar
Westmill Wind Farm,51.6158,-1.6661,6.5,Wind,Wind
Avonmouth Low Carbon Energy Facility - Phase 2,51.5097,-2.6908,6.5,Biomass,Biomass
High Leas,53.3199,0.0947,6.5,Solar,Solar
Lambrigg,54.3363,-2.6351,6.5,Wind,Wind
Metheringham Heath (Farm AD),53.1334,-0.4721,6.5,Biomass,Biomass
Treswarrow Solar Park,50.5679,-4.8498,6.5,Solar,Solar
Fairfield,54.5788,-3.5204,6.5,Wind,Wind
Holbrook Community Renewable Energy Centre,53.3308,-1.3323,6.5,Biomass,Biomass
South Antrim Solar Park - Phase 1,54.6943,-6.2341,6.5,Solar,Solar
West Carclaze Solar Farm,50.3629,-4.7862,6.5,Solar,Solar
Sawmills Solar Farm,50.5921,-3.5337,6.5,Solar,Solar
Roanhead Farm,54.1745,-3.2097,6.5,Solar,Solar
Royd Moor,53.5322,-1.6696,6.5,Wind,Wind
Whitchurch,51.2799,-2.5256,6.52,Solar,Solar
Parkhouse Corner (Orta Solar),51.1955,-1.6752,6.6,Solar,Solar
Cold Northcott,50.6455,-4.5467,6.6,Wind,Wind
East Lenham Solar Farm,51.2274,0.7119,6.6,Solar,Solar
Capel Grange Solar Park,51.1781,0.3596,6.6,Solar,Solar
Caswell Farm Solar Park,50.8878,-2.5962,6.7,Solar,Solar
CRINACOTT SOLAR FARM (Pyworthy),50.7904,-4.4014,6.7,Solar,Solar
Home Farm,51.4745,-3.2928,6.7,Solar,Solar
Pen-Y-Cae,51.7874,-4.0291,6.76,Solar,Solar
Higher Bye,51.1726,-3.3597,6.79,Solar,Solar
The Sawmill,52.8404,-1.0338,6.8,Biomass,Biomass
Wiggin Hill Solar Farm - Phase 1,52.3557,-0.0774,6.8,Solar,Solar
Land to the south of Hill Farm (resubmission),52.2061,-0.9772,6.8,Solar,Solar
Muirhall Extension,55.7584,-3.6055,6.8,Wind,Wind
Land at Poles Hole Farm,51.2903,-2.2314,6.8,Solar,Solar
Jacksbank Wind Farm (Glenbervie),56.9399,-2.3866,6.8,Wind,Wind
Land At Rymes Farm (Phase 2)/Grange Solar Farm,51.92,-2.3737,6.8,Solar,Solar
Parabel North Beer Solar Farm,50.7013,-4.4025,6.8,Solar,Solar
Ashlawn Farm,51.2557,-2.9041,6.8,Solar,Solar
East Farm,51.1783,-2.0196,6.84,Solar,Solar
Shielburn Farm,57.4998,-2.542,6.9,Wind,Wind
Spicer Hill Wind Farm,53.5368,-1.6922,6.9,Wind,Wind
Hill of Fiddes,57.3109,-2.1096,6.9,Wind,Wind
Hill of Skilmafilly Cloffrickford (Denmore) Wind Farm,57.4535,-2.1647,6.9,Wind,Wind
Clentrie Wind Farm (Gevens),56.1177,-3.2526,6.9,Wind,Wind
Hill of Auquhirie,56.9552,-3.1772,6.9,Wind,Wind
Glenbuck II,55.0101,-6.4124,6.9,Wind,Wind
Oaklands Farm - resubmission,51.1682,0.8078,6.9,Solar,Solar
Deuchries,57.5907,-2.6157,6.9,Wind,Wind
Alveston Wind Park,51.5723,-2.4999,6.9,Wind,Wind
Lochcarnan Community Windfarm,57.2337,-7.3479,6.9,Wind,Wind
Slieveglass,54.6355,-7.5692,6.9,Wind,Wind
Land At Rymes Farm (Phase 1),51.9184,-2.3715,6.9,Solar,Solar
Strath of Brydock,57.6262,-2.5811,6.9,Wind,Wind
Auchadaduie Wind Farm,55.5447,-5.6602,6.9,Wind,Wind
Hoprigshiels Community Wind Farm,55.9207,-2.3915,6.9,Wind,Wind
Eshmore,54.5506,-6.943,6.9,Wind,Wind
East Fairlee,50.7106,-1.1375,6.98,Solar,Solar
West Hall Solar Farm,51.3949,-3.4049,7.0,Solar,Solar
Field House Solar / Hursley Road,51.0087,-1.3915,7.0,Solar,Solar
Hullavington Solar Park,51.5431,-2.1651,7.0,Solar,Solar
RUDGE FARM SOLAR FARM,51.4204,-1.6067,7.0,Solar,Solar
Trigon Solar Farm,50.7108,-2.1739,7.0,Solar,Solar
Pyde Drove,51.1781,-2.9237,7.0,Solar,Solar
Carnemough Farm Solar Park,50.3316,-4.9292,7.0,Solar,Solar
Westover Farm - resubmission,51.1621,-1.5062,7.0,Solar,Solar
St Columb Major Solar Farm,50.4229,-4.9278,7.0,Solar,Solar
Ballinderry Road Solar Phase 2 (Lisburn),54.5132,-6.0883,7.0,Solar,Solar
Garvinack Farm Solar Park,50.2897,-5.1207,7.0,Solar,Solar
Milton Keynes Waste Recovery Park,52.0672,-0.8149,7.0,Biomass,Biomass
SAUNDERCROFT SOLAR FARM,50.765,-3.3985,7.0,Solar,Solar
Weycock Road,51.4178,-3.3075,7.0,Solar,Solar
Levenmouth demonstration turbine (Fife Energy Park),56.1607,-2.958,7.0,Wind,Wind
Trecatti,51.7431,-3.2814,7.0,Waste,Biomass
Shooters Bottom Solar Park,51.2588,-2.5864,7.0,Solar,Solar
Abbots Ann,51.1636,-1.5123,7.0,Solar,Solar
Kenardington Place Farm,51.0612,0.8125,7.0,Solar,Solar
Wally Corner Landfill Site,51.6574,-1.1619,7.0,Solar,Solar
Wilmingham Lane Solar Farm,50.6872,-1.4855,7.0,Solar,Solar
Goose Willow Farm - extension,51.633,-1.3488,7.0,Solar,Solar
Laughton Level,50.8684,0.1202,7.0,Solar,Solar
Land At Potash Farm,52.0167,-0.8641,7.0,Solar,Solar
Altamuskin Extension,54.5128,-7.1113,7.1,Wind,Wind
Congresbury Solar Farm,51.3501,-2.8246,7.1,Solar,Solar
Altamuskin,54.5222,-7.0946,7.1,Wind,Wind
Newnton Dairy,51.6265,-2.113,7.18,Solar,Solar
Office Field,50.7569,-1.7037,7.2,Solar,Solar
Huntington Water Treatment Works,53.1696,-2.8661,7.2,Solar,Solar
Potato Pot,54.6027,-3.5031,7.2,Wind,Wind
Trench Farm,52.9454,-2.9179,7.2,Solar,Solar
M1 Wind Farm,52.1617,-0.8617,7.2,Wind,Wind
Ardoch and Over Enoch Wind Farm (Ardoch),55.72,-4.2537,7.2,Wind,Wind
Towerbrook Farm (Banwell Solar Farm),51.3315,-2.8547,7.2,Solar,Solar
Millar Farm,54.7415,-6.2388,7.21,Solar,Solar
Peterborough EfW,52.5752,-0.2062,7.3,Waste,Biomass
West Hill Farm (solar),51.1461,-4.1377,7.3,Solar,Solar
Creacombe Solar Farm,50.3332,-3.9763,7.3,Solar,Solar
Avenue Farm,52.5757,1.389,7.3,Solar,Solar
Lendrum's Bridge Extension,54.3938,-7.1489,7.3,Wind,Wind
Hope Solar Farm,50.211,-5.3661,7.3,Solar,Solar
South Cathkin Landfill Site,55.7912,-4.1946,7.4,Waste,Biomass
Dudley EfW,52.4998,-2.0854,7.4,Waste,Biomass
Garn Solar Farm,51.4537,-3.3886,7.4,Solar,Solar
Far Marsh Farm (Resubmission),53.6775,-0.1141,7.5,Wind,Wind
Sinfin Lane,52.893,-1.4795,7.5,Biomass,Biomass
Dunsland Cross Wind Farm,50.8079,-4.2597,7.5,Wind,Wind
Lairg Wind Farm,58.0027,-4.3487,7.5,Wind,Wind
Wapsey's Wood,51.5902,-0.5963,7.5,Waste,Biomass
Shepham Lane (Resubmission),50.8295,0.2709,7.5,Wind,Wind
Tedder Hill,53.7523,-0.0265,7.5,Wind,Wind
Fasnakyle Compensation Set,57.3272,-4.7946,7.5,Hydro,Hydro
Sutton Mawr Farm,51.4186,-3.327,7.5,Solar,Solar
Heysham South Wind Farm,54.0342,-2.865,7.5,Wind,Wind
Cuckoo Grove Farm,51.8099,-5.0074,7.5,Solar,Solar
Burton Wold Wind Farm South,52.3536,-0.6565,7.5,Wind,Wind
Blantyre Muir Wind Farm extension,55.7416,-4.09,7.5,Wind,Wind
Culmhead Solar Farm (Resubmission),50.9261,-3.128,7.5,Solar,Solar
Tullo Wind Farm North Extension (Shiels Wind Farm),56.844,-2.4101,7.5,Wind,Wind
Former Westhampnett Landfill,50.8474,-0.7433,7.5,Solar,Solar
Clapham solar farm,52.1767,-0.4844,7.5,Solar,Solar
Beddingham 'B' Landfill Scheme,50.849,0.0513,7.5,Waste,Biomass
Crockbaravally Wind Farm,54.553,-7.0477,7.5,Wind,Wind
Blackstone Edge,53.5433,-1.7062,7.5,Wind,Wind
GlaxoSmithKline Wind Project,55.5979,-4.6339,7.5,Wind,Wind
BROWNIELEYS - 3 WIND TURBINES,56.8399,-2.3791,7.5,Wind,Wind
Maesgwyn solar farm,51.7658,-3.6212,7.5,Solar,Solar
Whitley (Ashcott Farm) Solar Park,51.1303,-2.7953,7.57,Solar,Solar
Priors Byne Farm,50.9463,-0.3422,7.6,Solar,Solar
Rodbourne Rail Farm - Solar Park,51.5612,-2.0994,7.6,Solar,Solar
West Farm,51.6987,-4.9012,7.63,Solar,Solar
Abergelli,51.7007,-3.9476,7.68,Solar,Solar
Nanteague Farm,50.3062,-5.0951,7.7,Solar,Solar
Upper Huntingford Farm,51.6436,-2.4065,7.7,Solar,Solar
St John Hill,56.8935,-2.2724,7.7,Wind,Wind
Hagshaw Hill (S15) Wind Farm  Lanarkshire,55.5554,-3.9203,7.8,Wind,Wind
Lough Hill,54.6343,-7.6052,7.8,Wind,Wind
Arpley Landfill Scheme 'B',53.3718,-2.6432,7.9,Waste,Biomass
Claypit Moor Solar Farm (Lexham),52.745,0.7758,7.9,Solar,Solar
Arpley Landfill Scheme 'A',53.3718,-2.6432,7.9,Waste,Biomass
Gaur,56.6785,-4.5085,7.9,Hydro,Hydro
Bolton EfW,53.567,-2.4076,8.0,Waste,Biomass
Shelford Generation Plant II,51.2994,1.0999,8.0,Waste,Biomass
Hampole Wind Farm,53.5766,-1.255,8.0,Wind,Wind
Coombeshead Solar Farm,50.386,-3.7664,8.0,Solar,Solar
Mynydd Brombil,51.583,-3.7457,8.0,Wind,Wind
Lambs Hill,54.5462,-1.3263,8.0,Wind,Wind
Marr Windfarm,53.533,-1.2397,8.0,Wind,Wind
Llwyn Du Solar Farm,52.1084,-4.5236,8.0,Solar,Solar
Stonebarrow Farm,50.7855,-2.9249,8.0,Solar,Solar
Chineham ERF,51.292,-1.0377,8.0,Waste,Biomass
Wolverhampton EfW,52.5969,-2.125,8.0,Waste,Biomass
Sheepbridge Court Farm,51.3895,-0.961,8.0,Solar,Solar
Foxburrow Farm,52.0467,1.2846,8.0,Solar,Solar
Beckton STW Biodiesel Power Plant,51.5178,0.0935,8.0,Biomass,Biomass
Tiln Farm solar park,53.3468,-0.9294,8.0,Solar,Solar
Buckwell,51.6638,-2.8365,8.0,Solar,Solar
Iwood Lane Solar Farm,51.3593,-2.7913,8.0,Solar,Solar
The Grange,51.372,-2.8763,8.0,Solar,Solar
Old Rides solar Farm,51.3929,0.8695,8.0,Solar,Solar
Gover Farm Solar Park,50.2887,-5.1967,8.0,Solar,Solar
Loicher Lane,53.4443,-1.4523,8.0,Biomass,Biomass
Coombe Farm,50.6582,-3.3934,8.0,Solar,Solar
Battlefield EfW,52.7426,-2.7272,8.0,Waste,Biomass
Striven,56.0093,-5.1199,8.0,Hydro,Hydro
Langley,54.8237,-1.6758,8.0,Wind,Wind
Bentham Farm,51.6055,-1.8987,8.0,Solar,Solar
Hunciecroft Farm,53.2601,-1.1878,8.0,Solar,Solar
Kenninghall Solar Farm,52.4329,0.9909,8.0,Solar,Solar
Deepdale Farm,53.0276,-0.3991,8.0,Solar,Solar
Arkwright Solar Farm,53.2479,-1.3464,8.0,Solar,Solar
Broomhill,54.7502,-1.7607,8.0,Wind,Wind
Chapel Hill,51.6423,-4.9484,8.0,Solar,Solar
Yarburgh,53.4075,0.0188,8.09,Solar,Solar
Bay Farm,52.3163,0.4989,8.1,Solar,Solar
Nowhere Farm,52.9259,-0.1057,8.1,Solar,Solar
Tower Hill Farm,51.5973,-2.4724,8.1,Solar,Solar
Horam,50.9313,0.2377,8.12,Solar,Solar
Pencoose,50.1987,-5.1691,8.14,Solar,Solar
Port of Sheerness Wind Farm Ltd,51.443,0.7479,8.2,Wind,Wind
Berwick solar farm,50.856,0.1748,8.2,Solar,Solar
Hayford Farm - extension,52.6868,-2.942,8.2,Solar,Solar
Carsington,53.0845,-1.6336,8.2,Wind,Wind
Withernwick extension,53.859,-0.1656,8.2,Wind,Wind
Chiplow,52.8569,0.6908,8.2,Wind,Wind
Wear Point,51.7021,-4.9965,8.2,Wind,Wind
Halse Farm,51.0517,-3.2126,8.2,Solar,Solar
Ramsey 2 Wind Farm,52.4681,-0.1224,8.2,Wind,Wind
Low Spinney,52.5024,-1.1792,8.2,Wind,Wind
Avonmouth Wind Power,51.5115,-2.6735,8.2,Wind,Wind
Barlockhart Moor,54.8657,-4.7879,8.2,Wind,Wind
Lower House,51.7342,-2.9459,8.22,Solar,Solar
Capeland Farm,51.1312,-3.9082,8.3,Solar,Solar
Hydes,51.938,0.398,8.3,Solar,Solar
Carloggas Farm Solar Park,50.3513,-4.8759,8.3,Solar,Solar
Baldovie,56.4867,-2.9028,8.3,Waste,Biomass
Bowerhouse Farm,51.345,-2.8611,8.3,Solar,Solar
Canada Farm,50.8378,-2.2282,8.3,Solar,Solar
Rothes Bio-Plant,57.5264,-3.2078,8.3,Biomass,Biomass
Muirhall South,55.7584,-3.6055,8.3,Wind,Wind
Parc Cynog Extension,51.7592,-4.5337,8.4,Wind,Wind
Beinn Ghlas,56.3823,-5.2977,8.4,Wind,Wind
Sisters,55.2499,-1.6182,8.4,Wind,Wind
Land at Heywood Grange,52.997,-2.0604,8.4,Solar,Solar
Penrhiwarwydd Farm,51.6327,-3.1582,8.5,Solar,Solar
Land East of Horton Road,52.2055,-0.7951,8.5,Solar,Solar
Laurelhill,54.4025,-6.2622,8.5,Solar,Solar
Ockendon Area III,51.5248,0.318,8.5,Waste,Biomass
Roxby Gas to Energy,53.6416,-0.625,8.5,Waste,Biomass
Packington Generation Plant Phase 3,52.4697,-1.6908,8.5,Waste,Biomass
Court Farm (Resubmission),51.6011,-2.8787,8.5,Solar,Solar
Drumduff,55.9043,-3.779,8.5,Wind,Wind
Wellingborough Solar Farm,52.2816,-0.6938,8.53,Solar,Solar
Park Spring,53.574,-1.4021,8.55,Wind,Wind
Fawley Waste to Energy Plant,50.8485,-1.3796,8.6,Waste,Biomass
Airfield Farm (Podington) (Resubmission),52.2363,-0.6089,8.6,Wind,Wind
Playters,52.4393,1.5874,8.63,Solar,Solar
Five Oaks,51.0595,-0.446,8.7,Oil,Oil
Thatcham,51.4037,-1.2605,8.7,Oil,Oil
Somerton Door Farm,51.0673,-2.7573,8.7,Solar,Solar
Balls Wood Solar Farm,50.3497,-4.037,8.7,Solar,Solar
Braydon Manor Farm,51.5885,-1.9362,8.7,Solar,Solar
Natewood Farm,50.845,0.2357,8.9,Solar,Solar
Roskrow Farm,50.1808,-5.1326,8.9,Solar,Solar
Hayford Farm,52.6895,-2.9445,8.9,Solar,Solar
Brook Farm,51.8539,-1.1318,8.91,Solar,Solar
Epwell,52.0665,-1.4658,8.99,Solar,Solar
Burton Pedwardine,52.9722,-0.3555,8.99,Solar,Solar
Bendealt Wind Farm  Highland,57.7055,-4.4267,9.0,Wind,Wind
Avonmouth Port - extension,51.5029,-2.6988,9.0,Wind,Wind
Loch Carnan  South Uist,57.25,-7.35,9.0,Oil,Oil
Thornton Power Station,53.8819,-2.9975,9.0,Biomass,Biomass
Bessy Bell 2,54.705,-7.4265,9.0,Wind,Wind
King George Dock,53.7424,-0.2835,9.0,Biomass,Biomass
Woodforde Farm,52.698,1.09,9.0,Solar,Solar
Bin Mountain Wind Farm,54.6414,-7.6054,9.0,Wind,Wind
Rotherdale Farm - extension,52.1536,-2.0341,9.0,Solar,Solar
Southern Counties Shooting Ground Phase 1 (resubmission),50.8212,-2.5557,9.0,Solar,Solar
Whittlesey,52.558,-0.1719,9.0,Wind,Wind
Torrance Farm,55.8718,-3.7461,9.0,Wind,Wind
Tappaghan Extension,54.5471,-7.6956,9.0,Wind,Wind
Rectory Farm/Emberton,52.1367,-0.6927,9.0,Solar,Solar
Barnsley 1.5,53.568,-1.5146,9.0,Biomass,Biomass
Point Wind / Beinn Ghrideag Farm,58.2079,-6.4807,9.0,Wind,Wind
Liberty Steel Power Station,51.5611,-2.9625,9.0,Biomass,Biomass
Cefn Betingau Farm,51.7942,-3.9437,9.0,Solar,Solar
Eastcroft EfW (Lines 1 & 2),52.9461,-1.1353,9.0,Waste,Biomass
Lindhurst,53.1175,-1.1516,9.0,Wind,Wind
Taff Ely,51.5694,-3.4648,9.0,Wind,Wind
Abbey Farm,52.4193,-0.2366,9.0,Solar,Solar
Hawton Wind Farm,53.0482,-0.8142,9.0,Wind,Wind
Ketton Solar Farm,52.6441,-0.5588,9.04,Solar,Solar
Trehawke Barton (Doddycross) Solar Farm,50.4359,-4.3788,9.1,Solar,Solar
Marsh Farm Hilperton,51.3422,-2.1856,9.1,Solar,Solar
Out Newton,53.6689,0.0994,9.1,Wind,Wind
Balmurrie Fell Wind Farm,54.8725,-4.5165,9.1,Wind,Wind
Westwood,53.2228,-0.9266,9.18,Solar,Solar
Paddock Wood,51.1726,0.412,9.2,Solar,Solar
Galsworthy,50.9187,-4.2715,9.2,Wind,Wind
Ovenden Moor,53.7708,-1.9408,9.2,Wind,Wind
Manston Solar Farm extension (Westwood),51.3519,1.3745,9.2,Solar,Solar
Lochend  Wind Farm,58.5951,-3.2629,9.2,Wind,Wind
Wern Ddu Wind Farm,53.0255,-3.4059,9.2,Wind,Wind
Welton Of Creuchies,56.637,-3.2794,9.2,Wind,Wind
Land at Overside and Greenwellheads Farms,57.5822,-1.8993,9.2,Wind,Wind
Thornog Windfarm Extension,54.6064,-7.5596,9.2,Wind,Wind
Gawcott Fields Farm,51.9885,-1.005,9.2,Solar,Solar
Hellrigg,54.8533,-3.3475,9.2,Wind,Wind
Dalby,52.8065,-1.0343,9.2,Wind,Wind
Port of Tilbury,51.4573,0.3368,9.2,Wind,Wind
Delabole (Repowering),50.6378,-4.7053,9.2,Wind,Wind
Glenbuck,55.0101,-6.4124,9.2,Wind,Wind
Thornog Windfarm,54.6064,-7.5596,9.2,Wind,Wind
NEILSTON WIND FARM,55.7541,-4.4667,9.2,Wind,Wind
Hunters Race Solar Park,50.8621,-0.7927,9.3,Solar,Solar
Wisbridge Farm,52.008,-0.0134,9.3,Solar,Solar
Sevor Farm,51.5923,-1.7161,9.3,Solar,Solar
Teyrdan,53.268,-3.686,9.3,Solar,Solar
Llangwyryfon,52.3069,-4.0292,9.35,Wind,Wind
Mynydd Portref,51.5564,-3.4597,9.35,Wind,Wind
Wilton,50.4016,-4.3787,9.48,Solar,Solar
SPD 3 Grange Farm,53.144,-0.1605,9.5,Solar,Solar
Hawkers Farm (resubmission),51.2244,-2.7639,9.5,Solar,Solar
Vine Street EfW,53.6565,-1.7775,9.5,Waste,Biomass
Bears Down,50.4703,-4.9556,9.6,Wind,Wind
Hill of Tillymorgan (Kirkton Farm) Wind turbines (resubmission),57.3441,-2.6104,9.6,Wind,Wind
High Penn Solar Park,51.4512,-1.986,9.6,Solar,Solar
Kerriers Solar Park,50.4424,-4.8164,9.6,Solar,Solar
Coal Clough Wind Farm,53.7497,-2.15,9.6,Wind,Wind
Bambers Farm,53.3213,0.2384,9.6,Wind,Wind
Welbeck Colliery,53.2239,-1.1377,9.6,Solar,Solar
Lochelbank,56.3054,-3.4329,9.6,Wind,Wind
Minsworth Sewage Treatment Works,52.5318,-1.754,9.7,Waste,Biomass
Southfield Solar Park,51.0141,-2.6086,9.76,Solar,Solar
Westfield,56.1431,-3.2569,9.8,Wind,Wind
Manston,51.3519,1.3674,9.83,Solar,Solar
Owls Lodge,51.1843,-1.3737,10.0,Solar,Solar
Great Houndbeare Farm,50.7326,-3.3512,10.0,Solar,Solar
Woodlands Farm Solar Park,51.3252,1.124,10.0,Solar,Solar
Bristol STW (Waste AD),51.5128,-2.67,10.0,Biomass,Biomass
Craig Wind Farm,55.1641,-3.069,10.0,Wind,Wind
Hill Farm - Energy Barn,52.7279,-1.4589,10.0,Storage,Storage
Charlesfield Biomass CHP Plant,55.5605,-2.6533,10.0,Biomass,Biomass
Wathegar wind farm,58.4393,-3.2257,10.0,Wind,Wind
Bottom Plain,50.7127,-2.1654,10.0,Solar,Solar
Port of Liverpool,53.4496,-3.005,10.0,Wind,Wind
Woolley Hill,52.3398,-0.308,10.0,Wind,Wind
Land On The East Side Of Fosse Way,52.2537,-1.4809,10.0,Solar,Solar
Beatrice Demonstrator,58.2528,-2.8884,10.0,Wind,Wind
Spurness Extension,59.1893,-2.6925,10.0,Wind,Wind
Chelveston Renewable Energy Park Wind Farm (Bedford),52.3076,-0.5373,10.0,Wind,Wind
Lilbourne Wind Farm,52.3942,-1.1669,10.0,Wind,Wind
Fforch Nest Wind Farm pt1,51.611,-3.4947,10.0,Wind,Wind
Leverton Farm - Energy Barn,53.26,-0.564,10.0,Storage,Storage
Tullo Wind Farm South (Ext.),56.8274,-2.4049,10.0,Wind,Wind
Twemlows,52.9379,-2.6436,10.0,Solar,Solar
Millennium Extension,57.1502,-4.8912,10.0,Wind,Wind
Ford Farm (Ashurst),50.9428,-0.3223,10.0,Solar,Solar
Teesside EfW (extension),54.5969,-1.2583,10.0,Waste,Biomass
Langar Lane,52.9027,-0.9508,10.0,Solar,Solar
Clayhill Farm,51.9874,-0.4818,10.0,Solar,Solar
Stowbridge Farm - Extension (Phase 1),52.331,0.2258,10.0,Solar,Solar
Chippenham,51.46,-2.1247,10.0,Gas,Gas
Glenurquhart and Strathglass Wind Farm project,57.2791,-4.7511,10.0,Wind,Wind
Stowbridge Farm - Extension (Phase 2),52.3336,0.2256,10.0,Solar,Solar
Hoplass Farm,51.6698,-5.0127,10.0,Solar,Solar
Tilmanstone Colliery,51.2098,1.2764,10.0,Solar,Solar
Bryn Titli,52.3672,-3.5656,10.0,Wind,Wind
Carn Vean,50.1799,-5.1875,10.0,Wind,Wind
Cwmcaesingrug Farm,51.6351,-3.1698,10.0,Solar,Solar
Lands West of Belfast Road,54.6356,-6.1148,10.0,Solar,Solar
Hurcott Copse Solar Farm,50.9373,-2.866,10.0,Solar,Solar
Achlachan Wind Farm,58.4489,-3.4546,10.0,Wind,Wind
Brockaghboy Wind Farm - extension,54.8991,-6.8692,10.0,Wind,Wind
Cairnborrow - resubmission,57.4639,-2.8992,10.0,Wind,Wind
Triangle Solar Farm Park,52.3285,0.3173,10.0,Solar,Solar
Cleator,54.5034,-3.5293,10.0,Storage,Storage
Kings Barn Farm - Energy Barn,50.8898,-0.3172,10.0,Storage,Storage
Land At Ferry Farm,50.7577,-0.7845,10.0,Solar,Solar
Wolf Bog,54.8043,-6.0806,10.0,Wind,Wind
Orchard Farm,51.3698,0.6989,10.0,Solar,Solar
Cassley,57.9768,-4.5832,10.0,Hydro,Hydro
Steventon,51.6334,-1.3613,10.04,Solar,Solar
Chisbon,51.8285,1.1847,10.1,Solar,Solar
Pitchford,52.6223,-2.7131,10.2,Solar,Solar
Reaps Moss Wind Farm (resubmitted),53.7002,-2.1671,10.2,Wind,Wind
Meikle Carewe,57.0188,-2.2783,10.2,Wind,Wind
Burton Pidsea (Wadworth Hill) Wind Farm,53.7492,-0.1135,10.2,Wind,Wind
Hall Farm  East Beckham,52.9134,1.1868,10.2,Solar,Solar
Watchfield Lawn,51.2253,-2.9446,10.2,Solar,Solar
Mynydd Gorddu,52.4663,-3.971,10.2,Wind,Wind
Condover (Green Farm),52.6569,-2.7298,10.2,Solar,Solar
Hill Farm Solar Park,50.6975,-1.1322,10.2,Solar,Solar
Earls Hall Farm,51.8092,1.1109,10.25,Wind,Wind
Butterwick Moor Circuit 1,54.6652,-1.375,10.25,Wind,Wind
Butterwick Moor Circuit 2,54.6652,-1.375,10.25,Wind,Wind
St Breock,50.4956,-4.8213,10.26,Wind,Wind
Denzell Downs Windfarm,50.4659,-4.9615,10.26,Wind,Wind
Birmingham Bio-Power Plant,52.4624,-1.8417,10.3,Biomass,Biomass
Hook Moor,53.8119,-1.3355,10.3,Wind,Wind
Boardinghouse Wind Farm,52.5351,0.0606,10.3,Wind,Wind
Stonish Hill Re-submission (Bilsthorpe),53.1511,-1.0146,10.3,Wind,Wind
Sancton Hill Wind Farm,53.8451,-0.6099,10.38,Wind,Wind
Wharrels Hill Wind Farm,54.7231,-3.2746,10.4,Wind,Wind
The Elms,52.2142,-1.4455,10.4,Solar,Solar
Danes Farm - extension,53.3224,-0.6975,10.5,Solar,Solar
Tiddiecross Solar Farm,52.7035,-2.5747,10.5,Solar,Solar
Lower Basset Down Farm,51.5245,-1.7914,10.5,Solar,Solar
The Flit,51.8046,-1.294,10.5,Solar,Solar
Manor Farm (Monmouthshire),51.8346,-2.9253,10.5,Solar,Solar
Bluegates Solar Park,51.8607,1.005,10.5,Solar,Solar
Riverside Industrial Estate Gasification Plant,52.9572,-0.0129,10.5,Biomass,Biomass
Fieldscale,50.6772,-1.2454,10.6,Solar,Solar
Partridge Farm,51.1022,0.9765,10.6,Solar,Solar
Skegness,53.148,0.2348,10.68,Solar,Solar
L'Field Stewartby Landfill Site,52.0788,-0.5203,10.7,Waste,Biomass
Homestead Farm,50.694,-1.4431,10.7,Solar,Solar
Upper Meadowley Farm,52.5295,-2.4909,10.7,Solar,Solar
Monksham Solar Farm,51.1846,-2.3358,10.7,Solar,Solar
Rudbaxton Solar Park,51.8501,-4.9524,10.8,Solar,Solar
Lower Severalls Farm,50.8989,-2.7772,10.8,Solar,Solar
Allt Dearg Wind Farmers LLP,55.9334,-5.4774,10.8,Wind,Wind
Hyde Farm,52.1763,-0.7033,10.8,Solar,Solar
Trequite,50.4263,-4.3656,10.99,Solar,Solar
Teiges,54.3031,-7.3985,11.0,Wind,Wind
Wilsom Farm,51.1424,-0.9501,11.0,Solar,Solar
Grove Solar Park (Phase 2),50.9636,-1.479,11.0,Solar,Solar
Battens Farm Solar Park,51.482,-2.165,11.0,Solar,Solar
South Lees Farm,51.4017,0.8064,11.0,Solar,Solar
Cashlie,56.5431,-4.4651,11.0,Hydro,Hydro
North Norfolk Business Centre Solar Park,52.9011,1.307,11.0,Solar,Solar
Penare Farm Solar Farm,50.3037,-5.0755,11.0,Solar,Solar
Land to the north and south of Cakers Lane (Wilsom),51.1424,-0.9501,11.0,Solar,Solar
Brogborough Phase III,52.0517,-0.5868,11.0,Waste,Biomass
Brogborough Phase IV,52.0553,-0.5867,11.0,Waste,Biomass
Holton Airfield,52.3606,1.5258,11.0,Solar,Solar
Norrington,51.3833,-2.1701,11.14,Solar,Solar
Calvert Phase II,51.9003,-0.9927,11.2,Waste,Biomass
Welbeck,53.2406,-1.108,11.26,Solar,Solar
South Newton Farm,50.7355,-2.0976,11.3,Solar,Solar
Bobbing solar farm,51.3581,0.6889,11.3,Solar,Solar
Lincoln Farm,53.1427,0.2023,11.4,Solar,Solar
Puriton Landfill Solar Farm,51.1788,-2.9784,11.4,Solar,Solar
Furness Wind Farm/High Winds (Harlock Repowering),54.2091,-3.1476,11.5,Wind,Wind
Goose Willow Farm,51.6359,-1.3569,11.5,Solar,Solar
Pashley Farm,50.8732,0.4275,11.5,Solar,Solar
Burntstalk Solar Park,52.6732,0.6271,11.5,Solar,Solar
Upper Holton Wind Farm,52.3665,1.5311,11.5,Wind,Wind
Knowlton,51.2349,1.2649,11.54,Solar,Solar
Pitsea Landfill Scheme,51.537,0.5104,11.6,Waste,Biomass
Cross Green ERF,53.7882,-1.5036,11.6,Waste,Biomass
