index,label
S2801_C02_024E,"Percent!!Total households!!HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS)!!$20,000 to $74,999:"
S0503_C02_083E,"Foreign born; Born in Europe!!Civilian employed population 16 years and over!!INDUSTRY!!Educational services, and health care and social assistance"
S0102_C02_058E,"60 years and over!!PLACE OF BIRTH, NATIVITY AND CITIZENSHIP STATUS, AND YEAR OF ENTRY!!Total population!!Foreign born!!Entered  2000 to 2009"
S2602_C04_068E,"Nursing facilities/skilled nursing facilities!!PLACE OF BIRTH, NATIVITY AND CITIZENSHIP STATUS, AND YEAR OF ENTRY!!Total population!!Foreign born!!Naturalized U.S. citizen!!Male"
S2603_C07_080E,Military quarters/military ships!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population excluding population born at sea!!Other
S1811_C02_008E,With a Disability!!Employed Population Age 16 and Over!!CLASS OF WORKER!!Private not-for-profit wage and salary workers
S0102PR_C02_020E,60 years and over!!RELATIONSHIP!!Population in households!!Nonrelatives!!Unmarried partner
S0503_C02_082E,"Foreign born; Born in Europe!!Civilian employed population 16 years and over!!INDUSTRY!!Professional, scientific, and management, and administrative and waste management services"
S0102_C02_059E,"60 years and over!!PLACE OF BIRTH, NATIVITY AND CITIZENSHIP STATUS, AND YEAR OF ENTRY!!Total population!!Foreign born!!Entered  before 2000"
S2101_C06_019E,Percent Nonveterans!!Civilian population 18 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!Some other race alone
S2602_C04_067E,"Nursing facilities/skilled nursing facilities!!PLACE OF BIRTH, NATIVITY AND CITIZENSHIP STATUS, AND YEAR OF ENTRY!!Total population!!Foreign born!!Naturalized U.S. citizen"
S0102PR_C02_021E,60 years and over!!HOUSEHOLDS BY TYPE!!Households
S1811_C02_009E,With a Disability!!Employed Population Age 16 and Over!!CLASS OF WORKER!!Local government workers
S0503_C02_081E,"Foreign born; Born in Europe!!Civilian employed population 16 years and over!!INDUSTRY!!Finance and insurance, and real estate and rental and leasing"
S0102_C02_056E,"60 years and over!!PLACE OF BIRTH, NATIVITY AND CITIZENSHIP STATUS, AND YEAR OF ENTRY!!Total population!!Foreign born"
S2603_C07_082E,Military quarters/military ships!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over!!English only
S2101_C06_018E,Percent Nonveterans!!Civilian population 18 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!Native Hawaiian and Other Pacific Islander alone
S0503_C02_080E,Foreign born; Born in Europe!!Civilian employed population 16 years and over!!INDUSTRY!!Information
S1811_C02_006E,With a Disability!!Employed Population Age 16 and Over!!CLASS OF WORKER!!Employee of private company workers
S0102_C02_057E,"60 years and over!!PLACE OF BIRTH, NATIVITY AND CITIZENSHIP STATUS, AND YEAR OF ENTRY!!Total population!!Foreign born!!Entered  2010 or later"
S2602_C04_069E,"Nursing facilities/skilled nursing facilities!!PLACE OF BIRTH, NATIVITY AND CITIZENSHIP STATUS, AND YEAR OF ENTRY!!Total population!!Foreign born!!Naturalized U.S. citizen!!Female"
S2603_C07_081E,Military quarters/military ships!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over
S2404_C02_020E,"Male!!Full-time, year-round civilian employed population 16 years and over!!Educational services, and health care and social assistance:"
S2101_C06_017E,Percent Nonveterans!!Civilian population 18 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!Asian alone
S1811_C02_007E,With a Disability!!Employed Population Age 16 and Over!!CLASS OF WORKER!!Self-employed in own incorporated business workers
S1811_C02_004E,With a Disability!!Employed Population Age 16 and Over
S2602_C04_064E,"Nursing facilities/skilled nursing facilities!!PLACE OF BIRTH, NATIVITY AND CITIZENSHIP STATUS, AND YEAR OF ENTRY!!Total population!!Foreign born"
S0102_C02_054E,"60 years and over!!PLACE OF BIRTH, NATIVITY AND CITIZENSHIP STATUS, AND YEAR OF ENTRY!!Total population"
S0102PR_C02_024E,"60 years and over!!HOUSEHOLDS BY TYPE!!Households!!Family households!!Female householder, no spouse present, family"
S2603_C07_084E,"Military quarters/military ships!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over!!Language other than English!!Speak English less than ""very well"""
S2602_C04_063E,"Nursing facilities/skilled nursing facilities!!PLACE OF BIRTH, NATIVITY AND CITIZENSHIP STATUS, AND YEAR OF ENTRY!!Total population!!Native!!Female"
S0102_C02_055E,"60 years and over!!PLACE OF BIRTH, NATIVITY AND CITIZENSHIP STATUS, AND YEAR OF ENTRY!!Total population!!Native"
S2603_C07_083E,Military quarters/military ships!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over!!Language other than English
S0102PR_C02_025E,60 years and over!!HOUSEHOLDS BY TYPE!!Households!!Nonfamily households
S1811_C02_005E,With a Disability!!Employed Population Age 16 and Over!!CLASS OF WORKER!!Private for-profit wage and salary workers
S1811_C02_002E,With a Disability!!Population Age 16 and Over!!EMPLOYMENT STATUS!!Employed
S2602_C04_066E,"Nursing facilities/skilled nursing facilities!!PLACE OF BIRTH, NATIVITY AND CITIZENSHIP STATUS, AND YEAR OF ENTRY!!Total population!!Foreign born!!Female"
S0102_C02_052E,60 years and over!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house in the United States!!Different county!!Different state
S0102PR_C02_022E,60 years and over!!HOUSEHOLDS BY TYPE!!Households!!Family households
S2603_C07_086E,Military quarters/military ships!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force
S1811_C02_003E,With a Disability!!Population Age 16 and Over!!EMPLOYMENT STATUS!!Not in Labor Force
S2602_C04_065E,"Nursing facilities/skilled nursing facilities!!PLACE OF BIRTH, NATIVITY AND CITIZENSHIP STATUS, AND YEAR OF ENTRY!!Total population!!Foreign born!!Male"
S0102_C02_053E,60 years and over!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Abroad
S0102PR_C02_023E,60 years and over!!HOUSEHOLDS BY TYPE!!Households!!Family households!!Married-couple family
S2603_C07_085E,Military quarters/military ships!!EMPLOYMENT STATUS!!Population 16 years and over
S1811_C02_012E,With a Disability!!Employed Population Age 16 and Over!!CLASS OF WORKER!!Self-employed in own not incorporated business workers
S2602_C04_060E,"Nursing facilities/skilled nursing facilities!!PLACE OF BIRTH, NATIVITY AND CITIZENSHIP STATUS, AND YEAR OF ENTRY!!Total population"
S0102PR_C02_016E,60 years and over!!RELATIONSHIP!!Population in households!!Householder or spouse
S2405_C05_015E,"Natural resources, construction, and maintenance occupations!!PERCENT ALLOCATED!!Industry"
S1811_C02_013E,With a Disability!!Employed Population Age 16 and Over!!CLASS OF WORKER!!Unpaid family workers
S0102PR_C02_017E,60 years and over!!RELATIONSHIP!!Population in households!!Parent
S2405_C05_014E,"Natural resources, construction, and maintenance occupations!!Civilian employed population 16 years and over!!Public administration"
S1811_C02_010E,With a Disability!!Employed Population Age 16 and Over!!CLASS OF WORKER!!State government workers
S2602_C04_062E,"Nursing facilities/skilled nursing facilities!!PLACE OF BIRTH, NATIVITY AND CITIZENSHIP STATUS, AND YEAR OF ENTRY!!Total population!!Native!!Male"
S0102PR_C02_014E,"60 years and over!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!White alone, not Hispanic or Latino"
S2405_C05_013E,"Natural resources, construction, and maintenance occupations!!Civilian employed population 16 years and over!!Other services, except public administration"
S1811_C02_011E,With a Disability!!Employed Population Age 16 and Over!!CLASS OF WORKER!!Federal government workers
S2602_C04_061E,"Nursing facilities/skilled nursing facilities!!PLACE OF BIRTH, NATIVITY AND CITIZENSHIP STATUS, AND YEAR OF ENTRY!!Total population!!Native"
S0102PR_C02_015E,60 years and over!!RELATIONSHIP!!Population in households
S2405_C05_012E,"Natural resources, construction, and maintenance occupations!!Civilian employed population 16 years and over!!Arts, entertainment, and recreation, and accommodation and food services"
S2405_C05_011E,"Natural resources, construction, and maintenance occupations!!Civilian employed population 16 years and over!!Educational services, and health care and social assistance"
S0102PR_C02_018E,60 years and over!!RELATIONSHIP!!Population in households!!Other relatives
S2405_C05_010E,"Natural resources, construction, and maintenance occupations!!Civilian employed population 16 years and over!!Professional, scientific, and management, and administrative and waste management services"
S2603_C07_090E,Military quarters/military ships!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force!!Unemployed!!Percent of civilian labor force
S0102PR_C02_019E,60 years and over!!RELATIONSHIP!!Population in households!!Nonrelatives
S0506_C01_102E,Total!!INCOME IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS)!!Households!!With Supplemental Security Income
S2801_C02_019E,Percent!!Total households!!TYPE OF INTERNET SUBSCRIPTIONS!!Without an Internet subscription
S0701PR_C01_020E,Total!!Population 1 year and over!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Some other race
S1902_C02_027E,Percent Distribution!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!Hispanic or Latino origin (of any race)
S0804_C04_072E,Public transportation (excluding taxicab)!!Workers 16 years and over who did not work from home!!TIME ARRIVING AT WORK!!7:00 a.m. to 7:29 a.m.
S0701PR_C01_021E,Total!!Population 1 year and over!!RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races
S2801_C02_018E,Percent!!Total households!!TYPE OF INTERNET SUBSCRIPTIONS!!With an Internet subscription:!!Broadband of any type!!Satellite Internet service
S0506_C01_103E,Total!!INCOME IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS)!!Households!!With Supplemental Security Income!!Mean Supplemental Security Income (dollars)
S1902_C02_026E,Percent Distribution!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!Two or more races
S0804_C04_071E,Public transportation (excluding taxicab)!!Workers 16 years and over who did not work from home!!TIME ARRIVING AT WORK!!6:30 a.m. to 6:59 a.m.
S0701PR_C01_022E,Total!!Population 1 year and over!!RACE AND HISPANIC OR LATINO ORIGIN!!Hispanic or Latino origin (of any race)
S2801_C02_017E,"Percent!!Total households!!TYPE OF INTERNET SUBSCRIPTIONS!!With an Internet subscription:!!Broadband of any type!!Broadband such as cable, fiber optic or DSL"
S0506_C01_104E,Total!!INCOME IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS)!!Households!!With cash public assistance income
S1902_C02_025E,Percent Distribution!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race--!!Some other race
S0804_C04_074E,Public transportation (excluding taxicab)!!Workers 16 years and over who did not work from home!!TIME ARRIVING AT WORK!!8:00 a.m. to 8:29 a.m.
S2801_C02_016E,Percent!!Total households!!TYPE OF INTERNET SUBSCRIPTIONS!!With an Internet subscription:!!Broadband of any type!!Cellular data plan!!Cellular data plan with no other type of Internet subscription
S0701PR_C01_023E,"Total!!Population 1 year and over!!RACE AND HISPANIC OR LATINO ORIGIN!!White alone, not Hispanic or Latino"
S0506_C01_105E,Total!!INCOME IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS)!!Households!!With cash public assistance income!!Mean cash public assistance income (dollars)
S1902_C02_024E,Percent Distribution!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race--!!Native Hawaiian and Other Pacific Islander
S0804_C04_073E,Public transportation (excluding taxicab)!!Workers 16 years and over who did not work from home!!TIME ARRIVING AT WORK!!7:30 a.m. to 7:59 a.m.
S0701PR_C01_024E,Total!!Population 1 year and over!!NATIVITY AND CITIZENSHIP STATUS!!Native
S0506_C01_106E,Total!!INCOME IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS)!!Households!!With retirement income
S1902_C02_023E,Percent Distribution!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race--!!Asian
S2101_C06_020E,Percent Nonveterans!!Civilian population 18 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races
S0506_C01_107E,Total!!INCOME IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS)!!Households!!With retirement income!!Mean retirement income (dollars)
S1902_C02_022E,Percent Distribution!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race--!!American Indian and Alaska Native
S0701PR_C01_025E,Total!!Population 1 year and over!!NATIVITY AND CITIZENSHIP STATUS!!Foreign born
S0506_C01_108E,Total!!INCOME IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS)!!Households!!With Food Stamp/SNAP benefits
S1902_C02_021E,Percent Distribution!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race--!!Black or African American
S0804_C04_070E,Public transportation (excluding taxicab)!!Workers 16 years and over who did not work from home!!TIME ARRIVING AT WORK!!6:00 a.m. to 6:29 a.m.
S1501_C02_009E,Percent!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate (includes equivalency)
S0701PR_C01_026E,Total!!Population 1 year and over!!NATIVITY AND CITIZENSHIP STATUS!!Foreign born!!Naturalized U.S. citizen
S0506_C01_109E,Total!!INCOME IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS)!!Households!!Median Household income (dollars)
S1902_C02_020E,Percent Distribution!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race--!!White
S0503_C02_079E,"Foreign born; Born in Europe!!Civilian employed population 16 years and over!!INDUSTRY!!Transportation and warehousing, and utilities"
S0701PR_C01_027E,Total!!Population 1 year and over!!NATIVITY AND CITIZENSHIP STATUS!!Foreign born!!Not a U.S. citizen
S0902_C01_002E,Total!!Population 15 to 19 years!!SCHOOL ENROLLMENT!!Enrolled in school
S0804_C04_044E,Public transportation (excluding taxicab)!!Workers 16 years and over!!OCCUPATION!!Service occupations
S0505_C01_004E,Total!!Foreign-born population!!CITIZENSHIP AND PERIOD OF ENTRY!!Naturalized citizen!!Entered 2000 to 2009
S0503_C02_054E,Foreign born; Born in Europe!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over!!Language other than English
S2701_C04_010E,Uninsured!!Civilian noninstitutionalized population!!AGE!!75 years and older
S2603_C07_052E,Military quarters/military ships!!RESIDENCE 1 YEAR AGO!!Population 1 year and over
S2502_C06_015E,Percent renter-occupied housing units!!Occupied housing units!!AGE OF HOUSEHOLDER!!65 to 74 years
S1501_C02_019E,Percent!!AGE BY EDUCATIONAL ATTAINMENT!!Population 35 to 44 years
S2201_C04_025E,Percent households receiving food stamps/SNAP!!Households!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!White alone
S0506_C01_142E,Total!!Owner-occupied housing units!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!30 percent or more
S0804_C04_043E,"Public transportation (excluding taxicab)!!Workers 16 years and over!!OCCUPATION!!Management, business, science, and arts occupations"
S0505_C01_005E,Total!!Foreign-born population!!CITIZENSHIP AND PERIOD OF ENTRY!!Naturalized citizen!!Entered before 2000
S0503_C02_053E,Foreign born; Born in Europe!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over!!English only
S2603_C07_051E,Military quarters/military ships!!DISABILITY STATUS!!Population 65 years and over!!With a disability
S2201_C04_024E,Percent households receiving food stamps/SNAP!!Households!!DISABILITY STATUS!!With no persons with a disability
S2502_C06_014E,Percent renter-occupied housing units!!Occupied housing units!!AGE OF HOUSEHOLDER!!55 to 64 years
S0902_C01_001E,Total!!Population 15 to 19 years
S0506_C01_143E,Total!!Renter-occupied housing units
S0902_C01_004E,Total!!Population 15 to 19 years!!SCHOOL ENROLLMENT!!Enrolled in school!!Private
S0804_C04_046E,"Public transportation (excluding taxicab)!!Workers 16 years and over!!OCCUPATION!!Natural resources, construction, and maintenance occupations"
S2502_C06_013E,Percent renter-occupied housing units!!Occupied housing units!!AGE OF HOUSEHOLDER!!45 to 54 years
S1501_C02_017E,Percent!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 to 34 years!!High school graduate or higher
S0503_C02_052E,Foreign born; Born in Europe!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over
S0505_C01_002E,Total!!Foreign-born population!!CITIZENSHIP AND PERIOD OF ENTRY!!Naturalized citizen
