EUBWID,label,year,classificationLabel,regime,classificationType
ukc2101-04000,Low Newton,2006,Higher,1976 directive,actual assessment
ukc2101-04000,Low Newton,2006,Excellent,2006 directive,projected assessment
ukc2101-04000,Low Newton,2007,Higher,1976 directive,actual assessment
ukc2101-04000,Low Newton,2007,Excellent,2006 directive,projected assessment
ukc2101-04000,Low Newton,2008,Higher,1976 directive,actual assessment
ukc2101-04000,Low Newton,2008,Excellent,2006 directive,projected assessment
ukc2101-04000,Low Newton,2009,Higher,1976 directive,actual assessment
ukc2101-04000,Low Newton,2009,Excellent,2006 directive,projected assessment
ukc2101-04000,Low Newton,2010,Higher,1976 directive,actual assessment
ukc2101-04000,Low Newton,2010,Excellent,2006 directive,projected assessment
ukc2101-04000,Low Newton,2011,Minimum,1976 directive,actual assessment
ukc2101-04000,Low Newton,2011,Excellent,2006 directive,projected assessment
ukc2101-04000,Low Newton,2012,Higher,1976 directive,actual assessment
ukc2101-04000,Low Newton,2012,Excellent,2006 directive,projected assessment
ukc2101-04000,Low Newton,2013,Higher,1976 directive,actual assessment
ukc2101-04000,Low Newton,2013,Excellent,2006 directive,projected assessment
ukc2101-04000,Low Newton,2014,Higher,1976 directive,actual assessment
ukc2101-04000,Low Newton,2014,Excellent,2006 directive,projected assessment
ukc2101-04000,Low Newton,2015,Excellent,2006 directive,actual assessment
ukc2101-04000,Low Newton,2016,Excellent,2006 directive,actual assessment
ukc2101-04000,Low Newton,2017,Excellent,2006 directive,actual assessment
ukc2101-04000,Low Newton,2018,Excellent,2006 directive,actual assessment
ukc2101-04000,Low Newton,2019,Excellent,2006 directive,actual assessment
ukc2101-04000,Low Newton,2021,Excellent,2006 directive,actual assessment
ukc2101-04000,Low Newton,2022,Excellent,2006 directive,actual assessment
ukc2101-04000,Low Newton,2023,Excellent,2006 directive,actual assessment
ukc2101-04000,Low Newton,2024,Excellent,2006 directive,actual assessment
ukc2101-04200,Warkworth,2004,Higher,1976 directive,actual assessment
ukc2101-04200,Warkworth,2004,Excellent,2006 directive,projected assessment
ukc2101-04200,Warkworth,2005,Higher,1976 directive,actual assessment
ukc2101-04200,Warkworth,2005,Excellent,2006 directive,projected assessment
ukc2101-04200,Warkworth,2006,Higher,1976 directive,actual assessment
ukc2101-04200,Warkworth,2006,Excellent,2006 directive,projected assessment
ukc2101-04200,Warkworth,2007,Higher,1976 directive,actual assessment
ukc2101-04200,Warkworth,2007,Excellent,2006 directive,projected assessment
ukc2101-04200,Warkworth,2008,Higher,1976 directive,actual assessment
ukc2101-04200,Warkworth,2008,Excellent,2006 directive,projected assessment
ukc2101-04200,Warkworth,2009,Higher,1976 directive,actual assessment
ukc2101-04200,Warkworth,2009,Excellent,2006 directive,projected assessment
ukc2101-04200,Warkworth,2010,Higher,1976 directive,actual assessment
ukc2101-04200,Warkworth,2010,Excellent,2006 directive,projected assessment
ukc2101-04200,Warkworth,2011,Higher,1976 directive,actual assessment
ukc2101-04200,Warkworth,2011,Excellent,2006 directive,projected assessment
ukc2101-04200,Warkworth,2012,Higher,1976 directive,actual assessment
ukc2101-04200,Warkworth,2012,Excellent,2006 directive,projected assessment
ukc2101-04200,Warkworth,2013,Higher,1976 directive,actual assessment
ukc2101-04200,Warkworth,2013,Excellent,2006 directive,projected assessment
ukc2101-04200,Warkworth,2014,Higher,1976 directive,actual assessment
ukc2101-04200,Warkworth,2014,Excellent,2006 directive,projected assessment
ukc2101-04200,Warkworth,2015,Excellent,2006 directive,actual assessment
ukc2101-04200,Warkworth,2016,Excellent,2006 directive,actual assessment
ukc2101-04200,Warkworth,2017,Excellent,2006 directive,actual assessment
ukc2101-04200,Warkworth,2018,Excellent,2006 directive,actual assessment
ukc2101-04200,Warkworth,2019,Excellent,2006 directive,actual assessment
ukc2101-04200,Warkworth,2021,Excellent,2006 directive,actual assessment
ukc2101-04200,Warkworth,2022,Excellent,2006 directive,actual assessment
ukc2101-04200,Warkworth,2023,Excellent,2006 directive,actual assessment
ukc2101-04200,Warkworth,2024,Excellent,2006 directive,actual assessment
ukc2101-04250,Amble Links,2004,Higher,1976 directive,actual assessment
ukc2101-04250,Amble Links,2004,Excellent,2006 directive,projected assessment
ukc2101-04250,Amble Links,2005,Higher,1976 directive,actual assessment
ukc2101-04250,Amble Links,2005,Excellent,2006 directive,projected assessment
ukc2101-04250,Amble Links,2006,Higher,1976 directive,actual assessment
ukc2101-04250,Amble Links,2006,Excellent,2006 directive,projected assessment
ukc2101-04250,Amble Links,2007,Higher,1976 directive,actual assessment
ukc2101-04250,Amble Links,2007,Excellent,2006 directive,projected assessment
ukc2101-04250,Amble Links,2008,Higher,1976 directive,actual assessment
ukc2101-04250,Amble Links,2008,Excellent,2006 directive,projected assessment
ukc2101-04250,Amble Links,2009,Higher,1976 directive,actual assessment
ukc2101-04250,Amble Links,2009,Excellent,2006 directive,projected assessment
ukc2101-04250,Amble Links,2010,Higher,1976 directive,actual assessment
ukc2101-04250,Amble Links,2010,Excellent,2006 directive,projected assessment
ukc2101-04250,Amble Links,2011,Higher,1976 directive,actual assessment
ukc2101-04250,Amble Links,2011,Excellent,2006 directive,projected assessment
ukc2101-04250,Amble Links,2012,Higher,1976 directive,actual assessment
ukc2101-04250,Amble Links,2012,Excellent,2006 directive,projected assessment
ukc2101-04250,Amble Links,2013,Higher,1976 directive,actual assessment
ukc2101-04250,Amble Links,2013,Excellent,2006 directive,projected assessment
ukc2101-04250,Amble Links,2014,Higher,1976 directive,actual assessment
ukc2101-04250,Amble Links,2014,Excellent,2006 directive,projected assessment
ukc2101-04250,Amble Links,2015,Excellent,2006 directive,actual assessment
ukc2101-04250,Amble Links,2016,Excellent,2006 directive,actual assessment
ukc2101-04250,Amble Links,2017,Excellent,2006 directive,actual assessment
ukc2101-04250,Amble Links,2018,Excellent,2006 directive,actual assessment
ukc2101-04250,Amble Links,2019,Excellent,2006 directive,actual assessment
ukc2101-04250,Amble Links,2021,Excellent,2006 directive,actual assessment
ukc2101-04250,Amble Links,2022,Excellent,2006 directive,actual assessment
ukc2101-04250,Amble Links,2023,Good,2006 directive,actual assessment
ukc2101-04250,Amble Links,2024,Excellent,2006 directive,actual assessment
ukc2102-03600,Spittal,2004,Fail,1976 directive,actual assessment
ukc2102-03600,Spittal,2004,Sufficient,2006 directive,projected assessment
ukc2102-03600,Spittal,2005,Minimum,1976 directive,actual assessment
ukc2102-03600,Spittal,2005,Poor,2006 directive,projected assessment
ukc2102-03600,Spittal,2006,Minimum,1976 directive,actual assessment
ukc2102-03600,Spittal,2006,Poor,2006 directive,projected assessment
ukc2102-03600,Spittal,2007,Minimum,1976 directive,actual assessment
ukc2102-03600,Spittal,2007,Poor,2006 directive,projected assessment
ukc2102-03600,Spittal,2008,Minimum,1976 directive,actual assessment
ukc2102-03600,Spittal,2008,Poor,2006 directive,projected assessment
ukc2102-03600,Spittal,2009,Minimum,1976 directive,actual assessment
ukc2102-03600,Spittal,2009,Poor,2006 directive,projected assessment
ukc2102-03600,Spittal,2010,Higher,1976 directive,actual assessment
ukc2102-03600,Spittal,2010,Poor,2006 directive,projected assessment
ukc2102-03600,Spittal,2011,Minimum,1976 directive,actual assessment
ukc2102-03600,Spittal,2011,Poor,2006 directive,projected assessment
ukc2102-03600,Spittal,2012,Fail,1976 directive,actual assessment
ukc2102-03600,Spittal,2012,Poor,2006 directive,projected assessment
ukc2102-03600,Spittal,2013,Higher,1976 directive,actual assessment
ukc2102-03600,Spittal,2013,Poor,2006 directive,projected assessment
ukc2102-03600,Spittal,2014,Minimum,1976 directive,actual assessment
ukc2102-03600,Spittal,2014,Poor,2006 directive,projected assessment
ukc2102-03600,Spittal,2015,Poor,2006 directive,actual assessment
ukc2102-03600,Spittal,2016,Sufficient,2006 directive,actual assessment
ukc2102-03600,Spittal,2017,Sufficient,2006 directive,actual assessment
ukc2102-03600,Spittal,2018,Good,2006 directive,actual assessment
ukc2102-03600,Spittal,2019,Good,2006 directive,actual assessment
ukc2102-03600,Spittal,2021,Excellent,2006 directive,actual assessment
ukc2102-03600,Spittal,2022,Excellent,2006 directive,actual assessment
ukc2102-03600,Spittal,2023,Excellent,2006 directive,actual assessment
ukc2102-03600,Spittal,2024,Good,2006 directive,actual assessment
ukc2102-03700,Bamburgh Castle,2004,Higher,1976 directive,actual assessment
ukc2102-03700,Bamburgh Castle,2004,Excellent,2006 directive,projected assessment
ukc2102-03700,Bamburgh Castle,2005,Higher,1976 directive,actual assessment
ukc2102-03700,Bamburgh Castle,2005,Excellent,2006 directive,projected assessment
ukc2102-03700,Bamburgh Castle,2006,Higher,1976 directive,actual assessment
ukc2102-03700,Bamburgh Castle,2006,Excellent,2006 directive,projected assessment
ukc2102-03700,Bamburgh Castle,2007,Higher,1976 directive,actual assessment
ukc2102-03700,Bamburgh Castle,2007,Excellent,2006 directive,projected assessment
ukc2102-03700,Bamburgh Castle,2008,Higher,1976 directive,actual assessment
ukc2102-03700,Bamburgh Castle,2008,Excellent,2006 directive,projected assessment
ukc2102-03700,Bamburgh Castle,2009,Higher,1976 directive,actual assessment
ukc2102-03700,Bamburgh Castle,2009,Excellent,2006 directive,projected assessment
ukc2102-03700,Bamburgh Castle,2010,Higher,1976 directive,actual assessment
ukc2102-03700,Bamburgh Castle,2010,Excellent,2006 directive,projected assessment
ukc2102-03700,Bamburgh Castle,2011,Higher,1976 directive,actual assessment
ukc2102-03700,Bamburgh Castle,2011,Excellent,2006 directive,projected assessment
ukc2102-03700,Bamburgh Castle,2012,Higher,1976 directive,actual assessment
ukc2102-03700,Bamburgh Castle,2012,Excellent,2006 directive,projected assessment
ukc2102-03700,Bamburgh Castle,2013,Higher,1976 directive,actual assessment
ukc2102-03700,Bamburgh Castle,2013,Excellent,2006 directive,projected assessment
ukc2102-03700,Bamburgh Castle,2014,Higher,1976 directive,actual assessment
ukc2102-03700,Bamburgh Castle,2014,Excellent,2006 directive,projected assessment
ukc2102-03700,Bamburgh Castle,2015,Excellent,2006 directive,actual assessment
ukc2102-03700,Bamburgh Castle,2016,Excellent,2006 directive,actual assessment
ukc2102-03700,Bamburgh Castle,2017,Excellent,2006 directive,actual assessment
ukc2102-03700,Bamburgh Castle,2018,Excellent,2006 directive,actual assessment
ukc2102-03700,Bamburgh Castle,2019,Excellent,2006 directive,actual assessment
ukc2102-03700,Bamburgh Castle,2021,Excellent,2006 directive,actual assessment
ukc2102-03700,Bamburgh Castle,2022,Excellent,2006 directive,actual assessment
ukc2102-03700,Bamburgh Castle,2023,Excellent,2006 directive,actual assessment
ukc2102-03700,Bamburgh Castle,2024,Excellent,2006 directive,actual assessment
ukc2102-03800,Seahouses North,2004,Minimum,1976 directive,actual assessment
ukc2102-03800,Seahouses North,2004,Excellent,2006 directive,projected assessment
ukc2102-03800,Seahouses North,2005,Higher,1976 directive,actual assessment
ukc2102-03800,Seahouses North,2005,Excellent,2006 directive,projected assessment
ukc2102-03800,Seahouses North,2006,Higher,1976 directive,actual assessment
ukc2102-03800,Seahouses North,2006,Excellent,2006 directive,projected assessment
ukc2102-03800,Seahouses North,2007,Higher,1976 directive,actual assessment
ukc2102-03800,Seahouses North,2007,Excellent,2006 directive,projected assessment
ukc2102-03800,Seahouses North,2008,Higher,1976 directive,actual assessment
ukc2102-03800,Seahouses North,2008,Excellent,2006 directive,projected assessment
ukc2102-03800,Seahouses North,2009,Higher,1976 directive,actual assessment
ukc2102-03800,Seahouses North,2009,Excellent,2006 directive,projected assessment
ukc2102-03800,Seahouses North,2010,Higher,1976 directive,actual assessment
ukc2102-03800,Seahouses North,2010,Excellent,2006 directive,projected assessment
ukc2102-03800,Seahouses North,2011,Higher,1976 directive,actual assessment
ukc2102-03800,Seahouses North,2011,Excellent,2006 directive,projected assessment
ukc2102-03800,Seahouses North,2012,Higher,1976 directive,actual assessment
ukc2102-03800,Seahouses North,2012,Excellent,2006 directive,projected assessment
ukc2102-03800,Seahouses North,2013,Higher,1976 directive,actual assessment
ukc2102-03800,Seahouses North,2013,Excellent,2006 directive,projected assessment
ukc2102-03800,Seahouses North,2014,Higher,1976 directive,actual assessment
ukc2102-03800,Seahouses North,2014,Excellent,2006 directive,projected assessment
ukc2102-03800,Seahouses North,2015,Excellent,2006 directive,actual assessment
ukc2102-03800,Seahouses North,2016,Excellent,2006 directive,actual assessment
ukc2102-03800,Seahouses North,2017,Excellent,2006 directive,actual assessment
ukc2102-03800,Seahouses North,2018,Excellent,2006 directive,actual assessment
ukc2102-03800,Seahouses North,2019,Excellent,2006 directive,actual assessment
ukc2102-03800,Seahouses North,2021,Excellent,2006 directive,actual assessment
ukc2102-03800,Seahouses North,2022,Excellent,2006 directive,actual assessment
ukc2102-03800,Seahouses North,2023,Excellent,2006 directive,actual assessment
ukc2102-03800,Seahouses North,2024,Excellent,2006 directive,actual assessment
ukc2102-03900,Beadnell,2004,Minimum,1976 directive,actual assessment
ukc2102-03900,Beadnell,2004,Good,2006 directive,projected assessment
ukc2102-03900,Beadnell,2005,Higher,1976 directive,actual assessment
ukc2102-03900,Beadnell,2005,Good,2006 directive,projected assessment
ukc2102-03900,Beadnell,2006,Higher,1976 directive,actual assessment
ukc2102-03900,Beadnell,2006,Excellent,2006 directive,projected assessment
ukc2102-03900,Beadnell,2007,Higher,1976 directive,actual assessment
ukc2102-03900,Beadnell,2007,Excellent,2006 directive,projected assessment
ukc2102-03900,Beadnell,2008,Higher,1976 directive,actual assessment
ukc2102-03900,Beadnell,2008,Excellent,2006 directive,projected assessment
ukc2102-03900,Beadnell,2009,Higher,1976 directive,actual assessment
ukc2102-03900,Beadnell,2009,Excellent,2006 directive,projected assessment
ukc2102-03900,Beadnell,2010,Higher,1976 directive,actual assessment
ukc2102-03900,Beadnell,2010,Excellent,2006 directive,projected assessment
ukc2102-03900,Beadnell,2011,Higher,1976 directive,actual assessment
ukc2102-03900,Beadnell,2011,Excellent,2006 directive,projected assessment
ukc2102-03900,Beadnell,2012,Higher,1976 directive,actual assessment
ukc2102-03900,Beadnell,2012,Excellent,2006 directive,projected assessment
ukc2102-03900,Beadnell,2013,Higher,1976 directive,actual assessment
ukc2102-03900,Beadnell,2013,Excellent,2006 directive,projected assessment
ukc2102-03900,Beadnell,2014,Higher,1976 directive,actual assessment
ukc2102-03900,Beadnell,2014,Excellent,2006 directive,projected assessment
ukc2102-03900,Beadnell,2015,Excellent,2006 directive,actual assessment
ukc2102-03900,Beadnell,2016,Excellent,2006 directive,actual assessment
ukc2102-03900,Beadnell,2017,Excellent,2006 directive,actual assessment
ukc2102-03900,Beadnell,2018,Excellent,2006 directive,actual assessment
ukc2102-03900,Beadnell,2019,Excellent,2006 directive,actual assessment
ukc2102-03900,Beadnell,2021,Excellent,2006 directive,actual assessment
ukc2102-03900,Beadnell,2022,Good,2006 directive,actual assessment
ukc2102-03900,Beadnell,2023,Excellent,2006 directive,actual assessment
ukc2102-03900,Beadnell,2024,Excellent,2006 directive,actual assessment
